ORGANIZATION,ORGANIZATION OTHER,TYPE_CLEANUP,TYPE_CLEANUP_OTHER,ADOPT-A-ROAD,TYPE_LITTER,TYPE_LITTER_OTHER 1,NUMBER_BAGS,NUMBER_BAGS_OTHER,TOTAL_BAGS_LITTER,COUNT_TIRES,COUNT_TIRES_OTHER,TOTAL_TIRES,MAJOR_WSHED,ALTBMP_TYPE,LBS_REMOVED,IMPL_COMP_YR,PERMIT_NUM,COUNCIL_DISTRICT,DPWT_MAIN_DIST,FORMEMAILED,FISCALYEAR,CREATIONDATE 1,CREATIONDATE_TIME,CREATIONDATE_AM/PM,LATITUDE,LONGITUDE,LOCATION
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Piscataway Creek,TRSH,,2019,11-DP-3314,8,2,,FY2020,08/15/2019,02:44:00,PM,-76.92267177,38.79276985,"(-76.92267177, 38.79276985)"
DPW&T,,RoadsideLitterPickup,,,Bags_garbage,,5,,5,,,0,Oxon Creek,TRSH,,2017,11-DP-3314,7,2,NO,FY2017,03/02/2017,03:25:00,PM,-76.96772003,38.82975276,"(-76.96772003, 38.82975276)"
DOC,,RoadsideLitterPickup,,,Bags_garbage,,2,,2,,,0,Anacostia River,TRSH,,2019,11-DP-3314,5,2,,FY2020,08/28/2019,02:51:00,PM,-76.88762024,38.91341391,"(-76.88762024, 38.91341391)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,3,,3,,,0,Anacostia River,TRSH,,2017,11-DP-3314,3,2,NO,FY2018,07/17/2017,01:54:00,PM,-76.87254643,38.94939907,"(-76.87254643, 38.94939907)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,3,,3,,,0,Oxon Creek,TRSH,,2018,11-DP-3314,7,2,NO,FY2018,03/15/2018,02:55:00,PM,-76.9679804,38.8297577,"(-76.9679804, 38.8297577)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Anacostia River,TRSH,,2017,11-DP-3314,5,2,NO,FY2018,11/13/2017,01:14:00,PM,-76.86884007,38.91854131,"(-76.86884007, 38.91854131)"
DPW&T,,IllegalDumping,,,Car_parts,,,,0,,,0,Anacostia River,TRSH,,2017,11-DP-3314,1,1,NO,FY2017,04/17/2017,05:26:00,PM,-76.90169847,39.02281015,"(-76.90169847, 39.02281015)"
DOC,,RoadsideLitterPickup,,,Bags_garbage,,Other,42,42,,,0,Western Branch,TRSH,,2017,11-DP-3314,6,2,NO,FY2018,07/21/2017,07:49:00,PM,-76.79379514,38.84796148,"(-76.79379514, 38.84796148)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,8,,8,,,0,Anacostia River,TRSH,,2018,11-DP-3314,5,2,,FY2018,03/28/2018,01:01:00,PM,-76.92200934,38.90986467,"(-76.92200934, 38.90986467)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Potomac River U tidal,TRSH,,2019,11-DP-3314,8,2,,FY2020,08/14/2019,06:22:00,PM,-76.9953152,38.78168009,"(-76.9953152, 38.78168009)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Anacostia River,TRSH,,2017,11-DP-3314,5,2,NO,FY2018,08/16/2017,12:58:00,PM,-76.86877522,38.91849347,"(-76.86877522, 38.91849347)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,4,,4,,,0,Piscataway Creek,TRSH,,2019,11-DP-3314,9,3,,FY2020,07/24/2019,03:15:00,PM,-76.9194929,38.70580588,"(-76.9194929, 38.70580588)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,Other,13,13,,,0,Oxon Creek,TRSH,,2018,11-DP-3314,7,2,,FY2019,11/19/2018,03:59:00,PM,-76.95008352,38.83769231,"(-76.95008352, 38.83769231)"
,,,,,Car_parts,,,,,,,,,,,,,,,,,,,,,,
,,,,,Illegal_signs,,,,,,,,,,,,,,,,,,,,,,
DPW&T,,Other,,,Bags_garbage,,1,,1,,,0,Potomac River U tidal,TRSH,,2017,11-DP-3314,7,2,NO,FY2017,05/08/2017,07:26:00,PM,-76.909599,38.841613,"(-76.909599, 38.841613)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,1,,1,,,0,Zekiah Swamp,TRSH,,2018,11-DP-3314,9,3,,FY2019,07/24/2018,02:42:00,PM,-76.78698806,38.66609755,"(-76.78698806, 38.66609755)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,Other,,0,,,0,Western Branch,TRSH,0,2018,11-DP-3314,6,2,,FY2018,02/13/2018,05:10:00,PM,-76.812864,38.8709316,"(-76.812864, 38.8709316)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,6,,6,,,0,Western Branch,TRSH,,2019,11-DP-3314,6,2,,FY2019,05/22/2019,08:00:00,PM,-76.85243929,38.88174244,"(-76.85243929, 38.88174244)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,2,,2,,,0,Anacostia River,TRSH,,2018,11-DP-3314,5,2,,FY2018,03/28/2018,01:29:00,PM,-76.89683691,38.90864544,"(-76.89683691, 38.90864544)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,2,,2,,,0,Anacostia River,TRSH,,2018,11-DP-3314,5,2,,FY2018,06/21/2018,02:19:00,PM,-76.88093645,38.92680485,"(-76.88093645, 38.92680485)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Piscataway Creek,TRSH,,2019,11-DP-3314,8,2,,FY2020,08/07/2019,01:07:00,PM,-76.89460899,38.81403247,"(-76.89460899, 38.81403247)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,1,,1,,,0,Piscataway Creek,TRSH,,2017,11-DP-3314,9,3,NO,FY2018,07/26/2017,02:56:00,PM,-76.877417,38.71457992,"(-76.877417, 38.71457992)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,2,,2,,,0,Oxon Creek,TRSH,,2019,11-DP-3314,8,2,,FY2020,09/10/2019,05:54:00,PM,-77.00108972,38.82063564,"(-77.00108972, 38.82063564)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,6,,6,,,0,Anacostia River,TRSH,,2018,11-DP-3314,1,1,NO,FY2018,02/19/2018,06:37:00,PM,-76.89981434,39.03131572,"(-76.89981434, 39.03131572)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,4,,4,,,0,Anacostia River,TRSH,,2018,11-DP-3314,2,1,,FY2019,09/06/2018,01:46:00,PM,-76.9692449,38.9933951,"(-76.9692449, 38.9933951)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,1,,1,,,0,Western Branch,TRSH,,2017,11-DP-3314,6,2,NO,FY2018,10/31/2017,02:27:00,PM,-76.80908623,38.90196948,"(-76.80908623, 38.90196948)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Potomac River U tidal,TRSH,,2019,11-DP-3314,8,2,,FY2020,08/14/2019,05:58:00,PM,-77.00422669,38.72486684,"(-77.00422669, 38.72486684)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,2,,2,,,0,Anacostia River,TRSH,,2018,11-DP-3314,1,1,NO,FY2018,03/05/2018,05:13:00,PM,-76.91809054,39.02560577,"(-76.91809054, 39.02560577)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,,,0,,,0,Western Branch,TRSH,,2019,11-DP-3314,6,2,,FY2019,03/22/2019,03:39:00,PM,-76.84139927,38.82319259,"(-76.84139927, 38.82319259)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,4,,4,,,0,Oxon Creek,TRSH,,2017,11-DP-3314,7,2,NO,FY2018,07/14/2017,07:17:00,PM,-76.98151726,38.82381357,"(-76.98151726, 38.82381357)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,Other,21,21,,,0,Anacostia River,TRSH,,2019,11-DP-3314,5,2,,FY2020,09/06/2019,05:28:00,PM,-76.8761175,38.90934012,"(-76.8761175, 38.90934012)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,5,,5,,,0,Mattawoman Creek,TRSH,,2018,11-DP-3314,9,3,,FY2019,10/24/2018,08:21:00,PM,-76.85507331,38.69753043,"(-76.85507331, 38.69753043)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,9,,9,2,,2,Anacostia River,TRSH,0,2018,11-DP-3314,5,2,NO,FY2018,02/13/2018,06:10:00,PM,-76.87886286,38.90723371,"(-76.87886286, 38.90723371)"
,,,,,Tires,,,,,,,,,,,,,,,,,,,,,,
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Anacostia River,TRSH,,2017,11-DP-3314,5,2,NO,FY2018,08/10/2017,01:54:00,PM,-76.87445658,38.90514736,"(-76.87445658, 38.90514736)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,3,,3,,,0,Oxon Creek,TRSH,,2018,11-DP-3314,7,2,,FY2018,05/14/2018,08:25:00,PM,-76.9840888,38.83180735,"(-76.9840888, 38.83180735)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,10,,10,,,0,Patuxent River upper,TRSH,,2018,11-DP-3314,4,2,NO,FY2018,02/28/2018,07:36:00,PM,-76.7172378,38.9541508,"(-76.7172378, 38.9541508)"
CommunityBridge,,RoadsideLitterPickup,,,Car_parts,,,,0,,,0,Potomac River U tidal,TRSH,,2017,11-DP-3314,8,2,NO,FY2018,12/19/2017,02:59:00,PM,-76.981723,38.7697318,"(-76.981723, 38.7697318)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Anacostia River,TRSH,,2018,11-DP-3314,5,2,,FY2019,10/11/2018,01:09:00,PM,-76.88082486,38.92633891,"(-76.88082486, 38.92633891)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Western Branch,TRSH,,2019,11-DP-3314,6,2,,FY2020,08/19/2019,03:10:00,PM,-76.89916989,38.85400761,"(-76.89916989, 38.85400761)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Piscataway Creek,TRSH,,2019,11-DP-3314,8,2,,FY2020,09/19/2019,01:38:00,PM,-76.90702901,38.80415175,"(-76.90702901, 38.80415175)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,4,,4,,,0,Western Branch,TRSH,,2019,11-DP-3314,6,2,,FY2020,08/06/2019,07:15:00,PM,-76.852201,38.88193795,"(-76.852201, 38.88193795)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Western Branch,TRSH,,2018,11-DP-3314,6,2,,FY2019,08/21/2018,02:35:00,PM,-76.88489072,38.87130432,"(-76.88489072, 38.87130432)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Oxon Creek,TRSH,,2019,11-DP-3314,7,2,,FY2020,09/10/2019,01:38:00,PM,-76.92236291,38.87038662,"(-76.92236291, 38.87038662)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,4,,4,,,0,Oxon Creek,TRSH,,2018,11-DP-3314,7,2,,FY2019,12/27/2018,07:05:00,PM,-76.98423754,38.83183562,"(-76.98423754, 38.83183562)"
,,,,,Furniture,,,,,,,,,,,,,,,,,,,,,,
DPW&T,,IllegalDumping,,,Bags_garbage,,10,,10,,,0,Anacostia River,TRSH,,2017,11-DP-3314,2,1,NO,FY2017,04/10/2017,04:45:00,PM,-76.96973631,38.98912414,"(-76.96973631, 38.98912414)"
DOC,,RoadsideLitterPickup,,,Bags_garbage,,1,,1,,,0,Western Branch,TRSH,,2019,11-DP-3314,6,2,,FY2020,08/10/2019,01:44:00,PM,-76.86609845,38.89427962,"(-76.86609845, 38.89427962)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,8,,8,,,0,Mattawoman Creek,TRSH,,2018,11-DP-3314,9,3,,FY2018,05/06/2018,07:48:00,PM,-76.85958293,38.69665832,"(-76.85958293, 38.69665832)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Potomac River U tidal,TRSH,,2019,11-DP-3314,8,2,,FY2020,08/08/2019,02:21:00,PM,-76.96703487,38.80481511,"(-76.96703487, 38.80481511)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Western Branch,TRSH,,2019,11-DP-3314,6,2,,FY2020,08/05/2019,01:17:00,PM,-76.88139511,38.8746775,"(-76.88139511, 38.8746775)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Potomac River U tidal,TRSH,,2019,11-DP-3314,7,2,,FY2020,09/04/2019,05:48:00,PM,-76.94905608,38.81782774,"(-76.94905608, 38.81782774)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,4,,4,,,0,Western Branch,TRSH,,2017,11-DP-3314,6,2,NO,FY2018,07/06/2017,05:41:00,PM,-76.75580913,38.91484251,"(-76.75580913, 38.91484251)"
DPW&T,,RoadsideLitterPickup,,,Bags_garbage,,2,,2,,,0,Anacostia River,TRSH,,2018,11-DP-3314,5,2,,FY2018,05/21/2018,01:36:00,PM,-76.88085509,38.92643461,"(-76.88085509, 38.92643461)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,9,,9,,,0,Patuxent River upper,TRSH,,2017,11-DP-3314,1,1,NO,FY2018,08/14/2017,10:06:00,PM,-76.88657851,39.09895132,"(-76.88657851, 39.09895132)"
DOC,,Other,,,Bags_garbage,,Other,24,24,,,0,Western Branch,TRSH,,2017,11-DP-3314,6,2,NO,FY2017,05/17/2017,01:00:00,PM,-76.79378507,38.84812658,"(-76.79378507, 38.84812658)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,4,,4,,,0,Oxon Creek,TRSH,,2017,11-DP-3314,7,2,NO,FY2017,05/23/2017,02:04:00,PM,-76.92447395,38.86503674,"(-76.92447395, 38.86503674)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,10,,10,,,0,Western Branch,TRSH,,2019,11-DP-3314,6,2,,FY2019,03/19/2019,12:57:00,PM,-76.85231065,38.88189546,"(-76.85231065, 38.88189546)"
DPW&T,,Other,,,Bags_garbage,,1,,1,,,0,Western Branch,TRSH,,2017,11-DP-3314,6,2,NO,FY2017,05/02/2017,12:45:00,PM,-76.85146534,38.89589239,"(-76.85146534, 38.89589239)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,1,,1,,,0,Western Branch,TRSH,,2018,11-DP-3314,6,2,NO,FY2018,03/13/2018,02:26:00,PM,-76.8467205,38.8979771,"(-76.8467205, 38.8979771)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,4,,4,,,0,Potomac River U tidal,TRSH,,2018,11-DP-3314,8,2,NO,FY2018,02/19/2018,04:49:00,PM,-76.9140674,38.8142827,"(-76.9140674, 38.8142827)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Oxon Creek,TRSH,,2019,11-DP-3314,7,2,,FY2020,09/06/2019,02:04:00,PM,-76.9310168,38.87348234,"(-76.9310168, 38.87348234)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,3,,3,,,0,Patuxent River upper,TRSH,,2018,11-DP-3314,4,1,,FY2019,11/26/2018,08:44:00,PM,-76.77469281,38.99348286,"(-76.77469281, 38.99348286)"
,,,,,Yardwaste,,,,,,,,,,,,,,,,,,,,,,
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,2,,2,,,0,Western Branch,TRSH,,2019,11-DP-3314,9,3,,FY2019,05/01/2019,04:12:00,PM,-76.76747915,38.80829761,"(-76.76747915, 38.80829761)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Anacostia River,TRSH,,2018,11-DP-3314,5,2,,FY2018,03/29/2018,12:24:00,PM,-76.87339387,38.92008017,"(-76.87339387, 38.92008017)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Western Branch,TRSH,,2018,11-DP-3314,6,2,,FY2018,04/13/2018,01:27:00,PM,-76.89150904,38.86788257,"(-76.89150904, 38.86788257)"
DPW&T,,Other,,,Bags_garbage,,1,,1,,,0,Potomac River U tidal,TRSH,,2017,11-DP-3314,7,2,NO,FY2017,05/08/2017,06:24:00,PM,-76.8940147,38.8434675,"(-76.8940147, 38.8434675)"
DPW&T,,RoadsideLitterPickup,,,Bags_garbage,,2,,2,,,0,Patuxent River upper,TRSH,,2017,11-DP-3314,4,2,NO,FY2017,05/10/2017,05:31:00,PM,-76.69921611,38.90085687,"(-76.69921611, 38.90085687)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,3,,3,,,0,Potomac River U tidal,TRSH,,2017,11-DP-3314,8,2,NO,FY2017,06/30/2017,02:51:00,PM,-76.95983161,38.805318,"(-76.95983161, 38.805318)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Oxon Creek,TRSH,,2019,11-DP-3314,7,2,,FY2020,07/29/2019,06:01:00,PM,-76.92930616,38.85329066,"(-76.92930616, 38.85329066)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,3,,3,,,0,Western Branch,TRSH,,2018,11-DP-3314,6,2,NO,FY2018,01/24/2018,06:42:00,PM,-76.8521327,38.8818884,"(-76.8521327, 38.8818884)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,5,,5,,,0,Anacostia River,TRSH,,2019,11-DP-3314,5,1,,FY2020,07/01/2019,03:31:00,PM,-76.91642841,38.95327411,"(-76.91642841, 38.95327411)"
DPW&T,,RoadsideLitterPickup,,,Bags_garbage,,1,,1,,,0,Oxon Creek,TRSH,,2017,11-DP-3314,7,2,NO,FY2017,06/27/2017,01:18:00,PM,-76.92491651,38.85052672,"(-76.92491651, 38.85052672)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,3,,3,,,0,Oxon Creek,TRSH,,2018,11-DP-3314,7,2,,FY2019,07/19/2018,04:17:00,PM,-76.98418959,38.83160766,"(-76.98418959, 38.83160766)"
DOC,,RoadsideLitterPickup,,,Bags_garbage,,10,,10,,,0,Anacostia River,TRSH,,2019,11-DP-3314,7,2,,FY2019,06/22/2019,05:52:00,PM,-76.89202258,38.86744442,"(-76.89202258, 38.86744442)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,3,,3,,,0,Anacostia River,TRSH,,2018,11-DP-3314,5,2,,FY2019,12/18/2018,08:41:00,PM,-76.87117853,38.94028326,"(-76.87117853, 38.94028326)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,4,,4,,,0,Potomac River U tidal,TRSH,,2018,11-DP-3314,8,2,NO,FY2018,02/26/2018,03:07:00,PM,-76.9140674,38.8194245,"(-76.9140674, 38.8194245)"
CommunityBridge,,RoadsideLitterPickup,,,Tires,,,,0,3,,3,Patuxent River lower,TRSH,,2018,11-DP-3314,9,3,NO,FY2018,03/06/2018,04:15:00,PM,-76.72572772,38.57999749,"(-76.72572772, 38.57999749)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,1,,1,,,0,Anacostia River,TRSH,,2018,11-DP-3314,5,1,NO,FY2018,02/26/2018,08:04:00,PM,-76.931984,38.9435426,"(-76.931984, 38.9435426)"
DOC,,RoadsideLitterPickup,,,Bags_garbage,,Other,13,13,,,0,Western Branch,TRSH,,2019,11-DP-3314,6,2,,FY2020,10/10/2019,02:39:00,PM,-76.83474217,38.88602705,"(-76.83474217, 38.88602705)"
DPW&T,,RoadsideLitterPickup,,,Bags_garbage,,3,,3,,,0,Anacostia River,TRSH,,2017,11-DP-3314,3,2,NO,FY2017,06/16/2017,12:40:00,PM,-76.87754189,38.9521705,"(-76.87754189, 38.9521705)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Piscataway Creek,TRSH,,2019,11-DP-3314,8,2,,FY2020,07/24/2019,06:06:00,PM,-76.90676603,38.80419246,"(-76.90676603, 38.80419246)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,2,,2,,,0,Anacostia River,TRSH,,2017,11-DP-3314,5,2,NO,FY2018,09/14/2017,12:55:00,PM,-76.87172563,38.91963235,"(-76.87172563, 38.91963235)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,Other,16,16,,,0,Zekiah Swamp,TRSH,0,2018,11-DP-3314,9,3,NO,FY2018,02/13/2018,02:44:00,PM,-76.80366278,38.67579114,"(-76.80366278, 38.67579114)"
DPW&T,,RoadsideLitterPickup,,,Bags_garbage,,4,,4,,,0,Western Branch,TRSH,,2017,11-DP-3314,9,3,NO,FY2017,01/31/2017,01:29:00,PM,-76.78870729,38.78964514,"(-76.78870729, 38.78964514)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Oxon Creek,TRSH,,2019,11-DP-3314,7,1,,FY2020,08/26/2019,04:54:00,PM,-76.95780315,38.83436097,"(-76.95780315, 38.83436097)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,2,,2,,,0,Anacostia River,TRSH,,2018,11-DP-3314,5,2,,FY2019,07/26/2018,01:43:00,PM,-76.87462203,38.90477449,"(-76.87462203, 38.90477449)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Western Branch,TRSH,,2017,11-DP-3314,6,2,NO,FY2018,08/04/2017,05:10:00,PM,-76.82294583,38.89791841,"(-76.82294583, 38.89791841)"
DPW&T,,RoadsideLitterPickup,,,Bags_garbage,,3,,3,,,0,Potomac River U tidal,TRSH,,2018,11-DP-3314,9,2,,FY2018,06/06/2018,01:45:00,PM,-76.98644193,38.71296551,"(-76.98644193, 38.71296551)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,1,,1,,,0,Potomac River M tidal,TRSH,,2017,11-DP-3314,9,3,NO,FY2018,07/27/2017,07:00:00,PM,-77.03617412,38.65051474,"(-77.03617412, 38.65051474)"
DPW&T,,RoadsideLitterPickup,,,Other, signs,,,0,,,0,Piscataway Creek,TRSH,,2017,11-DP-3314,9,3,NO,FY2017,03/03/2017,03:12:00,PM,-76.83277045,38.74378439,"(-76.83277045, 38.74378439)"
,,,,,, printer,,,,,,,,,,,,,,,,,,,,,
,,,,,, tire,,,,,,,,,,,,,,,,,,,,,
,,,,,, bags of trash,,,,,,,,,,,,,,,,,,,,,
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,1,,1,,,0,Patuxent River lower,TRSH,,2018,11-DP-3314,9,3,,FY2019,11/25/2018,02:20:00,PM,-76.72521828,38.71704934,"(-76.72521828, 38.71704934)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,1,,1,,,0,Anacostia River,TRSH,,2018,11-DP-3314,1,1,NO,FY2018,02/19/2018,05:55:00,PM,-76.8972582,39.0508244,"(-76.8972582, 39.0508244)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,3,,3,,,0,Potomac River U tidal,TRSH,,2017,11-DP-3314,6,2,NO,FY2018,07/09/2017,02:44:00,PM,-76.88456741,38.8444481,"(-76.88456741, 38.8444481)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,1,,1,,,0,Patuxent River lower,TRSH,,2017,11-DP-3314,9,3,NO,FY2017,05/12/2017,05:24:00,PM,-76.7787811,38.66050742,"(-76.7787811, 38.66050742)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Anacostia River,TRSH,,2018,11-DP-3314,5,2,,FY2019,11/29/2018,02:23:00,PM,-76.89249786,38.91797666,"(-76.89249786, 38.91797666)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,2,,2,,,0,Anacostia River,TRSH,,2017,11-DP-3314,3,2,NO,FY2018,07/07/2017,04:34:00,PM,-76.8834903,38.9474376,"(-76.8834903, 38.9474376)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Potomac River U tidal,TRSH,,2019,11-DP-3314,7,2,,FY2020,08/26/2019,02:14:00,PM,-76.89059073,38.85157176,"(-76.89059073, 38.85157176)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,6,,6,,,0,Anacostia River,TRSH,,2019,11-DP-3314,3,1,,FY2020,08/12/2019,05:14:00,PM,-76.932894,38.98453887,"(-76.932894, 38.98453887)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,1,,1,,,0,Western Branch,TRSH,,2017,11-DP-3314,6,2,NO,FY2018,11/08/2017,02:19:00,PM,-76.825056,38.8678549,"(-76.825056, 38.8678549)"
DOC,,RoadsideLitterPickup,,,Bags_garbage,,Other,30,30,,,0,Western Branch,TRSH,,2017,11-DP-3314,6,2,NO,FY2018,08/30/2017,07:55:00,PM,-76.79376985,38.84814003,"(-76.79376985, 38.84814003)"
DPW&T,,RoadsideLitterPickup,,,Bags_garbage,,2,,2,,,0,Oxon Creek,TRSH,,2017,11-DP-3314,7,2,NO,FY2017,05/08/2017,01:56:00,PM,-76.94056633,38.86437856,"(-76.94056633, 38.86437856)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,2,,2,,,0,Potomac River U tidal,TRSH,,2018,11-DP-3314,9,3,NO,FY2018,01/28/2018,05:19:00,PM,-77.0427273,38.6562089,"(-77.0427273, 38.6562089)"
DOC,,RoadsideLitterPickup,,,Bags_garbage,,3,,3,,,0,Patuxent River upper,TRSH,,2019,11-DP-3314,4,1,,FY2020,08/17/2019,04:36:00,PM,-76.79847325,38.99108608,"(-76.79847325, 38.99108608)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,2,,2,,,0,Potomac River U tidal,TRSH,,2019,11-DP-3314,7,2,,FY2020,07/24/2019,05:43:00,PM,-76.88760417,38.82049054,"(-76.88760417, 38.82049054)"
DPW&T,,IllegalDumping,,,Bags_garbage,,8,,8,,,0,Patuxent River upper,TRSH,,2018,11-DP-3314,4,1,,FY2018,03/28/2018,02:10:00,PM,-76.79284988,38.98326284,"(-76.79284988, 38.98326284)"
,,,,,Construction_debris,,,,,,,,,,,,,,,,,,,,,,
,,,,,Furniture,,,,,,,,,,,,,,,,,,,,,,
,,,,,Mattresses,,,,,,,,,,,,,,,,,,,,,,
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,4,,4,,,0,Anacostia River,TRSH,,2018,11-DP-3314,2,1,,FY2019,08/30/2018,04:28:00,PM,-76.973689,38.9652629,"(-76.973689, 38.9652629)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Potomac River U tidal,TRSH,,2019,11-DP-3314,7,2,,FY2020,09/16/2019,03:20:00,PM,-76.89216712,38.84389269,"(-76.89216712, 38.84389269)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Piscataway Creek,TRSH,,2019,11-DP-3314,8,2,,FY2020,09/19/2019,05:30:00,PM,-76.92570914,38.79326011,"(-76.92570914, 38.79326011)"
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Potomac River U tidal,TRSH,,2019,11-DP-3314,8,2,,FY2020,08/27/2019,03:07:00,PM,-76.93878256,38.78723631,"(-76.93878256, 38.78723631)"
CommunityBridge,,RoadsideLitterPickup,,,Bags_garbage,,Other,16,16,,,0,Western Branch,TRSH,,2019,11-DP-3314,6,2,,FY2019,04/08/2019,04:24:00,PM,-76.85583019,38.87229178,"(-76.85583019, 38.87229178)"
,,,,,Car_parts,,,,,,,,,,,,,,,,,,,,,,
DPW&T,,BusStopTrashCan,,,Bags_garbage,,1,,1,,,0,Potomac River U tidal,TRSH,,2019,11-DP-3314,7,2,,FY2020,08/19/2019,05:04:00,PM,-76.90014328,38.83355406,"(-76.90014328, 38.83355406)"
